"222","Matchday 5","Bulgaria","West Germany (-1989)","1970-06-07 12:00:00.000000","2","5",,,,,"2"
"223","Matchday 6","Peru","West Germany (-1989)","1970-06-10 12:00:00.000000","1","3",,,,,"2"
"224","Matchday 7","Bulgaria","Morocco","1970-06-11 12:00:00.000000","1","1",,,,,"0"
"225","Quarter-finals","Soviet Union (-1991)","Uruguay","1970-06-14 12:00:00.000000","0","0","0","1",,,"2"
"226","Quarter-finals","Italy","Mexico","1970-06-14 12:00:00.000000","4","1",,,,,"1"
"227","Quarter-finals","Brazil","Peru","1970-06-14 12:00:00.000000","4","2",,,,,"1"
"228","Quarter-finals","West Germany (-1989)","England","1970-06-14 12:00:00.000000","2","2","3","2",,,"1"
"229","Semi-finals","Uruguay","Brazil","1970-06-17 12:00:00.000000","1","3",,,,,"2"
"230","Semi-finals","Italy","West Germany (-1989)","1970-06-17 12:00:00.000000","1","1","4","3",,,"1"
"231","Match for third place","Uruguay","West Germany (-1989)","1970-06-20 12:00:00.000000","0","1",,,,,"2"
"232","Final","Brazil","Italy","1970-06-21 12:00:00.000000","4","1",,,,,"1"
"233","Matchday 2","West Germany (-1989)","Chile","1974-06-14 12:00:00.000000","1","0",,,,,"1"
"234","Matchday 2","East Germany (-1989)","Australia","1974-06-14 12:00:00.000000","2","0",,,,,"1"
"235","Matchday 4","Chile","East Germany (-1989)","1974-06-18 12:00:00.000000","1","1",,,,,"0"
"236","Matchday 4","Australia","West Germany (-1989)","1974-06-18 12:00:00.000000","0","3",,,,,"2"
"237","Matchday 6","Australia","Chile","1974-06-22 12:00:00.000000","0","0",,,,,"0"
"238","Matchday 6","East Germany (-1989)","West Germany (-1989)","1974-06-22 12:00:00.000000","1","0",,,,,"1"
"239","Matchday 1","Brazil","Yugoslavia (-2003)","1974-06-13 12:00:00.000000","0","0",,,,,"0"
"240","Matchday 2","Zaire (-????)","Scotland","1974-06-14 12:00:00.000000","0","2",,,,,"2"
"241","Matchday 4","Yugoslavia (-2003)","Zaire (-????)","1974-06-18 12:00:00.000000","9","0",,,,,"1"
"242","Matchday 4","Scotland","Brazil","1974-06-18 12:00:00.000000","0","0",,,,,"0"
"243","Matchday 6","Scotland","Yugoslavia (-2003)","1974-06-22 12:00:00.000000","1","1",,,,,"0"
"244","Matchday 6","Zaire (-????)","Brazil","1974-06-22 12:00:00.000000","0","3",,,,,"2"
"245","Matchday 3","Uruguay","Netherlands","1974-06-15 12:00:00.000000","0","2",,,,,"2"
"246","Matchday 3","Sweden","Bulgaria","1974-06-15 12:00:00.000000","0","0",,,,,"0"
"247","Matchday 5","Netherlands","Sweden","1974-06-19 12:00:00.000000","0","0",,,,,"0"
"248","Matchday 5","Uruguay","Bulgaria","1974-06-19 12:00:00.000000","1","1",,,,,"0"
"249","Matchday 7","Netherlands","Bulgaria","1974-06-23 12:00:00.000000","4","1",,,,,"1"
"250","Matchday 7","Sweden","Uruguay","1974-06-23 12:00:00.000000","3","0",,,,,"1"
"251","Matchday 3","Italy","Haiti","1974-06-15 12:00:00.000000","3","1",,,,,"1"
"252","Matchday 3","Poland","Argentina","1974-06-15 12:00:00.000000","3","2",,,,,"1"
"253","Matchday 5","Haiti","Poland","1974-06-19 12:00:00.000000","0","7",,,,,"2"
"254","Matchday 5","Argentina","Italy","1974-06-19 12:00:00.000000","1","1",,,,,"0"
"255","Matchday 7","Argentina","Haiti","1974-06-23 12:00:00.000000","4","1",,,,,"1"
"256","Matchday 7","Poland","Italy","1974-06-23 12:00:00.000000","2","1",,,,,"1"
"257","Matchday 8","Brazil","East Germany (-1989)","1974-06-26 12:00:00.000000","1","0",,,,,"1"
"258","Matchday 8","Netherlands","Argentina","1974-06-26 12:00:00.000000","4","0",,,,,"1"
"259","Matchday 9","East Germany (-1989)","Netherlands","1974-06-30 12:00:00.000000","0","2",,,,,"2"
"260","Matchday 9","Argentina","Brazil","1974-06-30 12:00:00.000000","1","2",,,,,"2"
"261","Matchday 10","Argentina","East Germany (-1989)","1974-07-03 12:00:00.000000","1","1",,,,,"0"
"262","Matchday 10","Netherlands","Brazil","1974-07-03 12:00:00.000000","2","0",,,,,"1"
"263","Matchday 8","Yugoslavia (-2003)","West Germany (-1989)","1974-06-26 12:00:00.000000","0","2",,,,,"2"
"264","Matchday 8","Sweden","Poland","1974-06-26 12:00:00.000000","0","1",,,,,"2"
"265","Matchday 9","West Germany (-1989)","Sweden","1974-06-30 12:00:00.000000","4","2",,,,,"1"
"266","Matchday 9","Poland","Yugoslavia (-2003)","1974-06-30 12:00:00.000000","2","1",,,,,"1"
"267","Matchday 10","Poland","West Germany (-1989)","1974-07-03 12:00:00.000000","0","1",,,,,"2"
"268","Matchday 10","Sweden","Yugoslavia (-2003)","1974-07-03 12:00:00.000000","2","1",,,,,"1"
"269","Match for third place","Brazil","Poland","1974-07-06 12:00:00.000000","0","1",,,,,"2"
"270","Final","Netherlands","West Germany (-1989)","1974-07-07 12:00:00.000000","1","2",,,,,"2"
"271","Matchday 2","Argentina","Hungary","1978-06-02 12:00:00.000000","2","1",,,,,"1"
"272","Matchday 2","Italy","France","1978-06-02 12:00:00.000000","2","1",,,,,"1"
"273","Matchday 4","Argentina","France","1978-06-06 12:00:00.000000","2","1",,,,,"1"
"274","Matchday 4","Italy","Hungary","1978-06-06 12:00:00.000000","3","1",,,,,"1"
"275","Matchday 6","Argentina","Italy","1978-06-10 12:00:00.000000","0","1",,,,,"2"
"276","Matchday 6","France","Hungary","1978-06-10 12:00:00.000000","3","1",,,,,"1"
"277","Matchday 1","West Germany (-1989)","Poland","1978-06-01 12:00:00.000000","0","0",,,,,"0"
"278","Matchday 2","Tunisia","Mexico","1978-06-02 12:00:00.000000","3","1",,,,,"1"
"279","Matchday 4","Poland","Tunisia","1978-06-06 12:00:00.000000","1","0",,,,,"1"
